age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex_selfID,capital-gain,capital-loss,hours-per-week,native-country,income
39,Private,79331,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Non-Female,15024,0,40,United-States,>50K
31,Private,284395,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,40,United-States,<=50K
67,Private,236627,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,2,United-States,<=50K
17,Private,287160,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
33,Local-gov,120064,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
32,Self-emp-not-inc,48014,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
57,Federal-gov,62020,Prof-school,15,Divorced,Exec-managerial,Not-in-family,Black,Non-Female,0,0,55,United-States,>50K
26,Private,152035,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
59,Federal-gov,115389,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,36,United-States,<=50K
50,Private,71417,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,3103,0,40,United-States,>50K
33,Private,205950,HS-grad,9,Never-married,Other-service,Own-child,White,Non-Female,0,0,40,United-States,<=50K
20,Private,117767,Some-college,10,Never-married,Adm-clerical,Own-child,White,Non-Female,0,0,25,United-States,<=50K
37,Private,233571,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,37,United-States,>50K
40,Federal-gov,73883,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Non-Female,0,0,40,United-States,>50K
42,Private,403187,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,<=50K
24,Private,259510,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,5013,0,30,United-States,<=50K
28,Self-emp-inc,204247,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,50,United-States,>50K
28,Private,211184,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
38,Private,149018,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
48,Private,98719,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,<=50K
27,Private,42734,Some-college,10,Never-married,Other-service,Not-in-family,White,Non-Female,0,0,25,United-States,<=50K
49,Private,332355,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,40,United-States,<=50K
30,Private,345898,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Non-Female,0,0,46,United-States,<=50K
43,Local-gov,163434,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Non-Female,0,0,55,United-States,>50K
42,Private,52781,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,7688,0,40,United-States,>50K
33,Local-gov,368675,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Non-Female,0,0,40,United-States,<=50K
64,Self-emp-inc,195366,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,United-States,<=50K
46,Local-gov,367251,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Non-Female,0,0,40,United-States,>50K
49,Private,202053,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
71,Private,193530,11th,7,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,75,United-States,<=50K
22,Private,152878,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Non-Female,0,0,40,United-States,<=50K
17,N/A,114798,11th,7,Never-married,N/A,Own-child,White,Female,0,0,18,United-States,<=50K
50,N/A,346014,7th-8th,4,Separated,N/A,Own-child,White,Female,0,0,20,United-States,<=50K
22,Private,137876,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Non-Female,0,0,20,United-States,<=50K
46,Local-gov,148995,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Non-Female,4787,0,45,United-States,>50K
28,N/A,147471,HS-grad,9,Divorced,N/A,Own-child,White,Female,0,0,10,United-States,<=50K
49,Private,110243,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,45,United-States,>50K
53,Private,55861,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,>50K
24,State-gov,154432,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Non-Female,0,0,35,United-States,<=50K
30,Private,177522,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
46,Private,45288,Bachelors,13,Never-married,Other-service,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
21,Private,237651,Some-college,10,Never-married,Other-service,Own-child,White,Non-Female,0,0,35,United-States,<=50K
62,N/A,191188,HS-grad,9,Married-civ-spouse,N/A,Husband,White,Non-Female,0,0,40,United-States,<=50K
45,Self-emp-inc,281911,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,48,United-States,<=50K
48,Private,109275,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,40,United-States,<=50K
31,Private,182177,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,40,Yugoslavia,<=50K
17,Private,32607,10th,6,Never-married,Farming-fishing,Own-child,White,Non-Female,0,0,20,United-States,<=50K
34,Private,265807,Some-college,10,Separated,Craft-repair,Not-in-family,White,Non-Female,0,0,45,United-States,<=50K
53,Private,68684,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Non-Female,0,0,40,United-States,<=50K
45,State-gov,271962,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,<=50K
39,Private,98941,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Non-Female,0,0,40,United-States,>50K
28,Federal-gov,281860,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,Private,76196,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,50,United-States,<=50K
47,Self-emp-inc,79627,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Non-Female,27828,0,50,United-States,>50K
28,Private,100219,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Non-Female,0,0,45,United-States,<=50K
35,Private,454843,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,>50K
18,Private,374969,10th,6,Never-married,Transport-moving,Not-in-family,White,Non-Female,0,0,56,United-States,<=50K
47,Private,102308,Masters,14,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,40,United-States,>50K
39,Private,305597,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
33,N/A,211699,Some-college,10,Divorced,N/A,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,207611,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,<=50K
39,Private,174938,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
30,Private,208068,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Other,Non-Female,0,0,40,Mexico,<=50K
50,Self-emp-not-inc,95949,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,50,United-States,<=50K
41,Private,150755,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,15024,0,50,Canada,>50K
41,Self-emp-inc,75742,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,45,El-Salvador,>50K
39,State-gov,121838,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,54566,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,35,United-States,<=50K
56,Private,76142,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
34,Private,156464,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Non-Female,0,0,85,England,>50K
26,Private,245880,HS-grad,9,Never-married,Other-service,Other-relative,White,Non-Female,0,0,40,United-States,<=50K
61,Private,80896,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Non-Female,0,0,45,India,>50K
22,Private,175374,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,24,United-States,<=50K
49,Private,195956,Bachelors,13,Divorced,Tech-support,Unmarried,White,Female,0,0,35,United-States,<=50K
19,Private,223648,HS-grad,9,Never-married,Sales,Not-in-family,White,Non-Female,4101,0,48,United-States,<=50K
38,Self-emp-inc,99146,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,15024,0,80,United-States,>50K
43,Private,39581,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,45,United-States,<=50K
63,N/A,447079,HS-grad,9,Never-married,N/A,Not-in-family,White,Non-Female,0,0,15,United-States,<=50K
36,Private,183081,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
32,Private,348460,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,50,United-States,<=50K
55,Local-gov,133201,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,50,United-States,<=50K
42,Private,29962,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
27,Private,153078,Prof-school,15,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Non-Female,0,0,40,United-States,<=50K
31,Private,225053,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Non-Female,0,0,45,United-States,<=50K
34,Private,228873,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,45,United-States,>50K
19,Private,97215,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K
32,Private,209103,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Non-Female,0,0,20,United-States,>50K
36,Self-emp-inc,337778,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,60,Yugoslavia,>50K
28,Private,312372,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,Black,Non-Female,15024,0,40,United-States,>50K
25,Local-gov,44216,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Amer-Indian-Inuit,Female,0,0,35,United-States,<=50K
36,Local-gov,127772,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Non-Female,0,0,40,United-States,<=50K
50,Private,270194,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,60,United-States,<=50K
21,Private,201179,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Non-Female,0,0,40,United-States,<=50K
22,Private,347867,HS-grad,9,Married-spouse-absent,Sales,Not-in-family,White,Non-Female,0,1719,40,United-States,<=50K
31,Private,57781,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
56,Private,157639,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,50,United-States,<=50K
26,Local-gov,386949,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,25,United-States,<=50K
32,Local-gov,118457,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Non-Female,0,0,55,United-States,<=50K
75,Self-emp-not-inc,165968,Assoc-voc,11,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,<=50K
42,Private,191712,Bachelors,13,Divorced,Sales,Not-in-family,White,Non-Female,0,1590,40,United-States,<=50K
46,Private,148738,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Non-Female,0,1740,35,United-States,<=50K
40,Private,236110,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,Cuba,>50K
55,Private,223594,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Non-Female,7688,0,40,Puerto-Rico,>50K
21,Private,222490,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Federal-gov,84848,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K
45,Private,154308,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Non-Female,0,0,40,United-States,>50K
34,Private,234386,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Non-Female,0,0,50,United-States,<=50K
64,Private,187601,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
29,Private,166210,Some-college,10,Divorced,Tech-support,Not-in-family,White,Non-Female,0,0,55,United-States,<=50K
38,Private,409604,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,15024,0,40,United-States,>50K
47,Private,23545,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Non-Female,0,0,40,United-States,<=50K
58,Private,109015,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,388998,Bachelors,13,Never-married,Sales,Not-in-family,White,Non-Female,13550,0,46,United-States,>50K
19,Private,323421,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Non-Female,0,0,20,United-States,<=50K
26,Private,197292,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
32,State-gov,92003,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
61,Private,115023,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,50,United-States,>50K
45,Private,199058,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,48,N/A,<=50K
45,Federal-gov,168232,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Non-Female,0,0,55,United-States,>50K
22,Private,406978,Bachelors,13,Never-married,Exec-managerial,Other-relative,White,Female,0,0,40,United-States,<=50K
51,Private,255412,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,50,France,>50K
40,Private,346964,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
18,N/A,201299,Some-college,10,Never-married,N/A,Own-child,White,Female,0,0,40,United-States,<=50K
30,Private,142977,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Non-Female,0,0,65,United-States,<=50K
38,Private,208358,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,40,United-States,<=50K
47,Private,427055,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Non-Female,0,0,45,Mexico,<=50K
21,Private,306114,Some-college,10,Never-married,Adm-clerical,Own-child,White,Non-Female,0,0,20,United-States,<=50K
65,Private,80174,HS-grad,9,Divorced,Exec-managerial,Other-relative,White,Female,1848,0,50,United-States,<=50K
18,Private,337046,10th,6,Never-married,Other-service,Own-child,White,Non-Female,0,0,40,United-States,<=50K
17,Private,95446,10th,6,Never-married,Other-service,Own-child,White,Non-Female,0,0,15,United-States,<=50K
23,Private,157951,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
31,Private,236599,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,45,United-States,>50K
29,Private,71860,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,60,United-States,<=50K
32,Private,194426,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Non-Female,15024,0,40,United-States,>50K
40,Private,118001,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Non-Female,0,0,40,United-States,<=50K
27,Private,306747,Bachelors,13,Divorced,Handlers-cleaners,Own-child,Black,Non-Female,0,0,40,United-States,<=50K
47,Private,223342,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,2174,0,40,England,<=50K
48,Self-emp-not-inc,383384,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,>50K
66,State-gov,132055,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,1825,40,United-States,>50K
26,Local-gov,265230,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
43,Private,102180,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,50,United-States,>50K
24,Self-emp-not-inc,204209,Some-college,10,Never-married,Farming-fishing,Own-child,White,Non-Female,0,0,60,United-States,<=50K
21,N/A,107801,Some-college,10,Never-married,N/A,Own-child,White,Female,0,0,6,United-States,<=50K
64,N/A,178724,HS-grad,9,Married-civ-spouse,N/A,Wife,White,Female,0,0,20,United-States,<=50K
34,Private,241360,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,N/A,<=50K
34,Private,62124,HS-grad,9,Separated,Other-service,Not-in-family,Black,Non-Female,0,0,40,United-States,<=50K
37,State-gov,34996,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
46,Private,155933,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1602,8,United-States,<=50K
18,Private,78181,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
20,Private,146879,HS-grad,9,Never-married,Other-service,Not-in-family,White,Non-Female,0,2001,40,United-States,<=50K
24,Local-gov,452640,Some-college,10,Never-married,Tech-support,Not-in-family,White,Non-Female,14344,0,50,United-States,>50K
42,Private,529216,HS-grad,9,Separated,Transport-moving,Other-relative,Black,Non-Female,0,0,40,United-States,<=50K
46,Private,403911,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Non-Female,0,1902,40,United-States,>50K
20,Private,258430,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,19,United-States,<=50K
41,Self-emp-inc,82049,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
59,Self-emp-not-inc,73411,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,30,United-States,<=50K
33,Private,295649,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,China,<=50K
49,Private,72393,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
46,Private,70754,7th-8th,4,Never-married,Handlers-cleaners,Not-in-family,White,Non-Female,0,0,50,United-States,<=50K
54,Private,223660,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,55,United-States,>50K
52,Federal-gov,312500,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,Private,121650,5th-6th,3,Never-married,Handlers-cleaners,Unmarried,White,Non-Female,0,0,30,United-States,<=50K
35,Private,332588,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
33,Private,192002,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,7298,0,60,Canada,>50K
29,Private,130438,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,40,United-States,<=50K
50,State-gov,103063,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,40,United-States,>50K
54,Private,115602,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K
53,Private,99476,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,38,United-States,<=50K
36,Private,376455,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Non-Female,0,0,38,United-States,<=50K
68,N/A,186266,HS-grad,9,Married-civ-spouse,N/A,Wife,White,Female,0,0,8,United-States,<=50K
60,Self-emp-not-inc,106118,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,70,United-States,>50K
55,Federal-gov,305850,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,15024,0,40,United-States,>50K
24,Private,249957,Some-college,10,Never-married,Exec-managerial,Own-child,White,Non-Female,0,0,40,United-States,<=50K
24,Private,196269,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Other,Non-Female,0,0,40,United-States,<=50K
44,Private,322391,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
41,Local-gov,401134,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
53,Private,196328,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Non-Female,0,0,40,United-States,<=50K
31,Private,487742,Some-college,10,Separated,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
43,Private,226902,Bachelors,13,Divorced,Machine-op-inspct,Other-relative,White,Non-Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,174533,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
30,Federal-gov,321990,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Non-Female,7298,0,48,Cuba,>50K
34,Private,174789,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,50,United-States,<=50K
51,Local-gov,101119,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Non-Female,0,0,70,United-States,<=50K
41,Private,42563,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,25,United-States,>50K
28,Local-gov,213195,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
33,Private,204042,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Non-Female,0,0,55,United-States,<=50K
39,Private,191161,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,United-States,<=50K
68,Private,195868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Non-Female,20051,0,40,United-States,>50K
35,Private,245090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,40,Mexico,<=50K
37,Private,82622,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,40,United-States,>50K
41,Private,238355,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,40,Mexico,<=50K
30,Self-emp-not-inc,278522,11th,7,Never-married,Farming-fishing,Own-child,Black,Non-Female,0,0,40,United-States,<=50K
32,Private,262153,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Non-Female,0,0,35,United-States,<=50K
51,Self-emp-not-inc,175897,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,20,United-States,<=50K
21,Private,148294,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Non-Female,0,0,20,United-States,<=50K
45,Local-gov,374450,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,5178,0,40,United-States,>50K
44,Private,177905,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Non-Female,0,0,58,United-States,>50K
62,N/A,178764,HS-grad,9,Married-civ-spouse,N/A,Husband,White,Non-Female,0,0,40,United-States,>50K
34,Private,167781,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,50,United-States,<=50K
42,Private,173938,HS-grad,9,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
34,State-gov,318982,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,1848,40,United-States,>50K
18,Private,210828,Some-college,10,Never-married,Handlers-cleaners,Own-child,Other,Non-Female,0,0,30,United-States,<=50K
23,Private,189924,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
52,Private,68982,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,0,0,50,United-States,>50K
62,Private,109463,Some-college,10,Separated,Sales,Unmarried,White,Female,0,1617,33,United-States,<=50K
21,Private,331611,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Non-Female,0,0,50,United-States,<=50K
34,Private,684015,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Non-Female,0,0,40,El-Salvador,<=50K
53,Private,223660,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Non-Female,6849,0,40,United-States,<=50K
60,Private,227266,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
33,Private,197424,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Non-Female,5013,0,40,United-States,<=50K
79,N/A,144533,HS-grad,9,Widowed,N/A,Not-in-family,Black,Female,0,0,30,United-States,<=50K
52,Self-emp-not-inc,44728,Some-college,10,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,55,United-States,>50K
18,Private,716066,10th,6,Never-married,Machine-op-inspct,Own-child,White,Non-Female,0,0,30,United-States,<=50K
62,State-gov,39630,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,40,United-States,<=50K
43,Private,138184,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,1762,35,United-States,<=50K
29,Private,239632,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,73471,Some-college,10,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,50,United-States,<=50K
36,Self-emp-not-inc,288585,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,20,South,<=50K
26,Private,229977,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Non-Female,0,0,35,United-States,<=50K
29,Private,31935,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Private,180138,HS-grad,9,Never-married,Sales,Not-in-family,White,Non-Female,0,0,50,United-States,<=50K
58,Private,202652,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,37,United-States,<=50K
29,Local-gov,82393,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Non-Female,0,1590,45,United-States,<=50K
42,Private,183479,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Non-Female,0,0,40,United-States,>50K
36,Private,398931,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Non-Female,0,0,40,United-States,<=50K
46,Private,331776,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Non-Female,0,0,40,United-States,<=50K
30,Local-gov,364310,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,Germany,<=50K
26,Private,244495,9th,5,Never-married,Other-service,Not-in-family,White,Non-Female,0,0,35,United-States,<=50K
42,Private,274913,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Non-Female,0,0,45,United-States,<=50K
67,Self-emp-not-inc,226092,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Non-Female,0,0,44,United-States,<=50K
25,Private,198870,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Non-Female,0,0,35,United-States,<=50K
23,N/A,243190,Some-college,10,Never-married,N/A,Own-child,Asian-Pac-Islander,Non-Female,0,0,20,China,<=50K
38,Private,227945,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,99999,0,65,United-States,>50K
50,Local-gov,311551,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,7688,0,50,United-States,>50K
31,Private,393357,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Non-Female,0,0,48,United-States,<=50K
39,Private,202027,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Non-Female,0,0,45,United-States,>50K
62,N/A,266037,Some-college,10,Married-civ-spouse,N/A,Husband,White,Non-Female,0,0,40,United-States,<=50K
